兄弟 | 还不认亲 | Racism | hate [END]
女人 | 就 | Sexism | hate [SEP] 女人 | 老无所依的老光棍汉 | Sexism | hate [SEP] 女人 | 抛 | Sexism | hate [SEP] 男的 | 就 | Sexism | hate [SEP] 男的 | 老无所依的老光棍汉 | Sexism | hate [SEP] 男的 | 抛 | Sexism | hate [SEP] 女权 | 就 | Sexism | hate [SEP] 女权 | 老无所依的老光棍汉 | Sexism | hate [SEP] 女权 | 抛 | Sexism | hate [END]
这种男人 | 令人讨厌 | Sexism | hate [END]
韩国人 | 学习 | Region | hate [SEP] 韩国人 | 偷东西吗 | Region | hate [END]
在外的老乡 | 这么惹人讨厌 | Region | hate [END]
你 | 好心相劝却被 | LGBTQ | hate [SEP] 基佬 | 好心相劝却被 | LGBTQ | hate [END]
霓 | 全价什么时候能被做成刺身 | Sexism | hate [END]
答主 | 逻 | non-hate | non-hate [SEP] 答主 | 保护作为“人”的最基本权利 | non-hate | non-hate [SEP] 支持 | 逻 | non-hate | non-hate [SEP] 支持 | 保护作为“人”的最基本权利 | non-hate | non-hate [SEP] 这些支持的人 | 逻 | non-hate | non-hate [SEP] 这些支持的人 | 保护作为“人”的最基本权利 | non-hate | non-hate [END]
东北 | 偏 | Region | hate [END]
全球所有国际鬼子虫类及其它们后代虫 | 混它们统一基因的激情犯罪是它们身体内必不可少基因之一 | Racism | hate [END]
外国人 | 外国人犯罪三年以下有期徒刑的不追究了解一下，他们背后有我们强大的祖国，你去碰一下试试？ | non-hate | non-hate [END]
这种人 | 想当默的配种母狗 | Racism | hate [SEP] 这种人 | 活该 | Racism | hate [END]
美国 | 巴不得 | Region | hate [END]
便宜 | 开始叨叨叨 | Sexism | hate [SEP] 便宜 | 跟个怨妇似得 | Sexism | hate [SEP] 她 | 开始叨叨叨 | Sexism | hate [SEP] 她 | 跟个怨妇似得 | Sexism | hate [END]
你 | 凭什么把人们分出个高低贵贱 | non-hate | non-hate [SEP] 婚姻 | 凭什么把人们分出个高低贵贱 | non-hate | non-hate [END]
黄皮肤的 | 人上人 | non-hate | non-hate [END]
你 | 哦哦，真可怜呢，只能说不要一击脱离就拉黑哦，他说这个和反封建无关，你就来跳脚了呢[脱单doge]，仿佛在证明这种虚构抄袭的作品没有封建的原素呢，什么封建余孽残余[表情]。学会了几个词就开始乱用，来找寻自己的存在感，真是可怜你是呢。真的，家里没有人吗？太可怜了吧？家里没人照顾孤单寂寞就来网上喷粪了，所以来网络找寻存在感。[脱单doge]真抱歉，戳住你的痛处了呢。你可以继续说，我当然能包容你的。因为家里面没人照顾你，自己没有亲人，来网上喷粪，结果还被戳穿了，好痛苦哦。一击脱离是真的很好笑哦 | LGBTQ | hate [END]
我 | 会在乎对方的能力 品性 学识 | non-hate | non-hate [END]
国内女权 | 德 | Sexism | hate [END]
我 | 在反驳楼主啊 | non-hate | non-hate [END]
东北人 | 流出以年轻白领为主 | non-hate | non-hate [END]
看新闻的 | 我家也只有 | non-hate | non-hate [SEP] 老人 | 我家也只有 | non-hate | non-hate [END]
新上海人 | 也算进去吧🤣 | non-hate | non-hate [END]
女性 | 网爆男性 | Sexism | hate [END]
楠拳 | 不遵守 | Sexism | hate [END]
郭南郭朒 | 分不清楚 | non-hate | non-hate [END]
上海 | 有100万日本人 | non-hate | non-hate [END]
我说 | 我说的是事实 | non-hate | non-hate [END]
男人 | 一生 | Sexism | hate [SEP] 男人 | 只和一个做爱怎么会得病 | Sexism | hate [SEP] 女人 | 一生 | Sexism | hate [SEP] 女人 | 只和一个做爱怎么会得病 | Sexism | hate [END]
女拳師 | 討厭腐女 | Sexism | hate [END]
我们这些国楠 | 真的惨 | Sexism | hate [END]
这母猪 | 看面相就不是个好人 | Sexism | hate [END]
这样的女孩子 | 找了老黑之后跟着他回他的非洲大陆 | Sexism | hate [END]
啥b | 以偏概全 | Sexism | hate [END]
黑吉辽 | 一个多亿人都是被当做“ | Region | hate [SEP] 东北” | 一个多亿人都是被当做“ | Region | hate [END]
我们湖北 | 九头鸟 | Region | hate [SEP] 我们湖北 | 只会算计人 | Region | hate [SEP] 我们湖北 | 只是少数 | Region | hate [SEP] 有偏见 | 九头鸟 | Region | hate [SEP] 有偏见 | 只会算计人 | Region | hate [SEP] 有偏见 | 只是少数 | Region | hate [END]
度娘 | 越来越会玩了 | non-hate | non-hate [END]
广西 | 个子稍微矮了一点， | non-hate | non-hate [SEP] 广西 | 不丑 | non-hate | non-hate [SEP] 广西 | 水果巨多巨便宜 | non-hate | non-hate [SEP] 桂南 | 个子稍微矮了一点， | non-hate | non-hate [SEP] 桂南 | 不丑 | non-hate | non-hate [SEP] 桂南 | 水果巨多巨便宜 | non-hate | non-hate [END]
25岁以下的女性 | 生产后，状态回复的最快，伤害也最小 | Sexism | hate [SEP] 25岁以下的女性 | 绝 | Sexism | hate [SEP] 女权们 | 生产后，状态回复的最快，伤害也最小 | Sexism | hate [SEP] 女权们 | 绝 | Sexism | hate [SEP] 你 | 生产后，状态回复的最快，伤害也最小 | Sexism | hate [SEP] 你 | 绝 | Sexism | hate [END]
咱们 | 没特点 | Region | hate [END]
广东 | 在文化种族等方面被黑 | Region | hate [END]
这些人 | 恋爱观就离谱 | non-hate | non-hate [END]
找巧克力豆当对象的 | 男 | Sexism | hate [SEP] 找巧克力豆当对象的 | 绝交 | Sexism | hate [SEP] 找巧克力豆当对象的 | 劳 | Sexism | hate [SEP] 找巧克力豆当对象的 | 种族歧视 | Sexism | hate [END]
她们 | 自作自受 回来让老实人买单？ | Sexism | hate [END]
答主 | 其实答主和您说的观点差不多，首先既然是类比，那肯定是有差距的能理解其中表达的意思就好。比如我对待性工作者和人品低下的人都是一个态度，保持距离，那对于我个人来说，这两种人可能就可以看做一类人，就是我都不愿意去亲近的人，这个分类方法带有主观色彩，别人没法要求具体把谁谁分到一类。其二，平等对待的态度答主也表达出来了。 | non-hate | non-hate [SEP] 性工作者 | 其实答主和您说的观点差不多，首先既然是类比，那肯定是有差距的能理解其中表达的意思就好。比如我对待性工作者和人品低下的人都是一个态度，保持距离，那对于我个人来说，这两种人可能就可以看做一类人，就是我都不愿意去亲近的人，这个分类方法带有主观色彩，别人没法要求具体把谁谁分到一类。其二，平等对待的态度答主也表达出来了。 | non-hate | non-hate [END]
我 | 对我们这些不外娶不外嫁的人而言，黑人、白人有什么区别？就是个人种不同、文化背景不同、过往历史不详的陌生人。我们又不混外企圈，为什么要在社交圈子里引入这些只有风险、没有收益的陌生人？这是个理性选择，不是种族偏好的问题。 | non-hate | non-hate [SEP] 不外娶不外嫁的人 | 对我们这些不外娶不外嫁的人而言，黑人、白人有什么区别？就是个人种不同、文化背景不同、过往历史不详的陌生人。我们又不混外企圈，为什么要在社交圈子里引入这些只有风险、没有收益的陌生人？这是个理性选择，不是种族偏好的问题。 | non-hate | non-hate [SEP] 黑人 | 对我们这些不外娶不外嫁的人而言，黑人、白人有什么区别？就是个人种不同、文化背景不同、过往历史不详的陌生人。我们又不混外企圈，为什么要在社交圈子里引入这些只有风险、没有收益的陌生人？这是个理性选择，不是种族偏好的问题。 | non-hate | non-hate [END]
直女 | 不 | Sexism | hate [END]
维小人与女子 | 不可教 | Sexism | hate [END]
新疆人 | 禁止 | Region | hate [SEP] 新疆人 | 特殊时局特殊对待了 | Region | hate [END]
为什么不打胎 | 为什么不打胎 | Sexism | hate [END]
孙吧 | 一天两天被女权围攻 | Sexism | hate [END]
浙江人 | 点开主页清一色滤镜和戴妃包迪士尼纯欲妆岁月安好 | Region | hate [SEP] 浙江人 | 一开口吓死人了 | Region | hate [END]
喜欢同性恋 | 才是真爱 | LGBTQ | hate [SEP] 喜欢同性恋 | 不是真爱，只为了繁殖 | LGBTQ | hate [SEP] 喜欢同性恋 | 耻视 | LGBTQ | hate [SEP] 喜欢同性恋 | 好感降低了一大截 | LGBTQ | hate [SEP] 同性恋 | 才是真爱 | LGBTQ | hate [SEP] 同性恋 | 不是真爱，只为了繁殖 | LGBTQ | hate [SEP] 同性恋 | 耻视 | LGBTQ | hate [SEP] 同性恋 | 好感降低了一大截 | LGBTQ | hate [SEP] 异性恋 | 才是真爱 | LGBTQ | hate [SEP] 异性恋 | 不是真爱，只为了繁殖 | LGBTQ | hate [SEP] 异性恋 | 耻视 | LGBTQ | hate [SEP] 异性恋 | 好感降低了一大截 | LGBTQ | hate [END]
你 | 不知羞耻 | non-hate | non-hate [END]
你们 | 先来碰瓷 | non-hate | non-hate [END]
你 | 只是为了贪图小便宜吃软饭 | non-hate | non-hate [SEP] 你 | 不切实际的幻想做成的错误 | non-hate | non-hate [SEP] 你自己 | 只是为了贪图小便宜吃软饭 | non-hate | non-hate [SEP] 你自己 | 不切实际的幻想做成的错误 | non-hate | non-hate [END]
广州 | 广州坐了十三年地铁，除了特定几个站有时候能看到一两个，其他时候没再看见👍️ | non-hate | non-hate [END]
少数 | 祸害国家的蛀虫 | Racism | hate [SEP] 少数人 | 祸害国家的蛀虫 | Racism | hate [END]
同狗 | 同狗日常迫害正常人 | LGBTQ | hate [END]
黑人 | 艾滋病携带率高 | Racism | hate [SEP] 艾滋 | 艾滋病携带率高 | Racism | hate [END]
他 | 把 | Racism | hate [END]
韦小宝 | 都会被查 | non-hate | non-hate [END]
我 | 弗兰长沙人 | non-hate | non-hate [END]
郭朒 | 没有啊😄 | Sexism | hate [END]
你 | 说是就是吧 | non-hate | non-hate [END]
我 | 也 | non-hate | non-hate [SEP] 我 | 觉得很脏 | non-hate | non-hate [SEP] 你 | 也 | non-hate | non-hate [SEP] 你 | 觉得很脏 | non-hate | non-hate [END]
非洲人口 | 把 | Racism | hate [SEP] 非洲人口 | 给中国人改良种族 | Racism | hate [SEP] 非洲黑人 | 把 | Racism | hate [SEP] 非洲黑人 | 给中国人改良种族 | Racism | hate [SEP] 非 | 把 | Racism | hate [SEP] 非 | 给中国人改良种族 | Racism | hate [END]
那些媚黑的女人 | 不会听进去的 | non-hate | non-hate [END]
上海人 | 傲慢 | Region | hate [END]
东北人 | 呵呵 | Region | hate [END]
东北云南人 | 吃生猪皮 | Region | hate [END]
江 | 双标 | non-hate | non-hate [SEP] 江西 | 双标 | non-hate | non-hate [END]
楼 | 拉黑 | Sexism | hate [SEP] 大男权主义分子 | 拉黑 | Sexism | hate [END]
男性 | 对 | Sexism | hate [SEP] 男性 | 敌意大？ | Sexism | hate [SEP] 女性 | 对 | Sexism | hate [SEP] 女性 | 敌意大？ | Sexism | hate [END]
这东西 | 不分男女 | non-hate | non-hate [END]
真的很双标 | 很 | non-hate | non-hate [SEP] 真的很双标 | 双标 | non-hate | non-hate [END]
这一类自我劣化的异类 | 造成五胡乱华的后果 | Racism | hate [END]
国际鬼子虫类及其它们后代虫混 | 墙头草 | Racism | hate [SEP] 国际鬼子虫类及其它们后代虫混 | 精英 | Racism | hate [END]
这种墓垢 | 铁鲨鼻 | Sexism | hate [END]
皮肤比较黑的人员 | 选择与它们相反的方向行走就对了 | non-hate | non-hate [END]
猪精 | 闲得蛋疼的 | Sexism | hate [SEP] 猪精 | 大概率是 | Sexism | hate [END]
初中都没上过的鬼母牛逼 | 人类 | Sexism | hate [SEP] 初中都没上过的鬼母牛逼 | 已经无法满足 | Sexism | hate [END]
幕刃 | 和理客中一样恶心 | Sexism | hate [END]
小姨 | 凶狠地瞪着 | Sexism | hate [SEP] 我 | 凶狠地瞪着 | Sexism | hate [END]
牛头人 | 听说自己女 | non-hate | non-hate [END]
这样的直男 | 好少见 | Sexism | hate [END]
基佬 | 举报的呗 | LGBTQ | hate [END]
亩刃 | 别理会 | Sexism | hate [END]
他 | gay | LGBTQ | hate [SEP] 他 | 往hiv科室里面走了 | LGBTQ | hate [END]
总部 | 抖音 | non-hate | non-hate [END]
大部分有脑子的人 | 相对多一些 | Region | hate [SEP] 黑 | 相对多一些 | Region | hate [SEP] 东北的 | 相对多一些 | Region | hate [SEP] 河南的 | 相对多一些 | Region | hate [END]
这脸 | 有点疯狂原始人的味道 | non-hate | non-hate [END]
圣母行为 | 反对一切 | LGBTQ | hate [END]
你 | 太年轻了 | non-hate | non-hate [SEP] 你 | 没有格局 | non-hate | non-hate [END]
同性恋 | 如果说自然法则不允许同性恋存在，为什么不让它灭绝？ | LGBTQ | hate [END]
你 | 主动靠近 | Racism | hate [SEP] 默 | 主动靠近 | Racism | hate [END]
母狗 | 在现实中太怂了 | Sexism | hate [SEP] 这些 | 在现实中太怂了 | Sexism | hate [END]
清道夫 | 一群 | Racism | hate [SEP] 清道夫 | 没有用的垃圾 | Racism | hate [SEP] 清道夫 | 又脏又臭 | Racism | hate [END]
非洲 | 分享过来的 | Racism | hate [END]
狗肉 | 太罕见了 | non-hate | non-hate [SEP] 这东西 | 太罕见了 | non-hate | non-hate [END]
别 | 哪有什么负重前行，都是别人在替你岁月静好😆 | non-hate | non-hate [SEP] 你 | 哪有什么负重前行，都是别人在替你岁月静好😆 | non-hate | non-hate [END]
女人 | 你们可以远离 | Sexism | hate [END]
钼刃 | 没人要 | Sexism | hate [SEP] 钼刃 | 在网上翻天覆地 | Sexism | hate [END]
匈奴汉国的刘渊 | 骨子里改不掉 | non-hate | non-hate [SEP] 他的继任者 | 骨子里改不掉 | non-hate | non-hate [END]
同性恋 | 世界上有很多美好的东西值得了解，何必一定要了解和欣赏同性恋呢？没人能了解到世界上所有的美好，不必强求。我觉得答主的态度是，将同性恋看做生活中更平常的事情，以平常心对待。有人会觉得骂某种食物不好吃是对所有吃这种食物的人的侮辱吗？不会的。 | LGBTQ | hate [END]
非洲动物园 | 鬼畜杂毛地方 | Region | hate [END]
河南人 | 住的 | Region | hate [SEP] 河南人 | 被黑 | Region | hate [SEP] 河南地 | 住的 | Region | hate [SEP] 河南地 | 被黑 | Region | hate [END]
大哥 | 私信没开 | non-hate | non-hate [SEP] 你 | 私信没开 | non-hate | non-hate [END]
这会中文的黑猩猩 | 在我国神马地方？？！ | Racism | hate [END]
这跟以前的管家仆人似的 | 这跟以前的管家 | Sexism | hate [END]
机器人 | 机器人罢了，你理它它就赢了 | Sexism | hate [END]
猪精 | 都是这样的 | Sexism | hate [SEP] 猪精 | 吃不到性别福利只能走这条路 | Sexism | hate [END]
你 | 都玩腻了 | Racism | hate [SEP] 默 | 都玩腻了 | Racism | hate [END]
男人 | 嫁个能发动全网媒体辟谣的 | non-hate | non-hate [END]
你 | 别人问地你答天 | non-hate | non-hate [END]
河南，东北地区 | 网上被黑的最惨的几个地方 | Region | hate [SEP] 河南，东北地区 | 被黑 | Region | hate [SEP] 广西 | 网上被黑的最惨的几个地方 | Region | hate [SEP] 广西 | 被黑 | Region | hate [SEP] 内蒙 | 网上被黑的最惨的几个地方 | Region | hate [SEP] 内蒙 | 被黑 | Region | hate [END]
同性恋 | 哗众取宠的小丑 | LGBTQ | hate [SEP] 同性恋 | 自私而且低能，说理说不过又只会无脑的谩骂的低龄心理变态人群 | LGBTQ | hate [SEP] txl | 哗众取宠的小丑 | LGBTQ | hate [SEP] txl | 自私而且低能，说理说不过又只会无脑的谩骂的低龄心理变态人群 | LGBTQ | hate [END]
河南人 | 一些 | Region | hate [SEP] 河南人 | 欺骗过他们 | Region | hate [END]
我 | 去过南方几乎所有的省 | non-hate | non-hate [END]
那个机器 | 为了让男人体谅女人，还是为了一群智障猎奇？ | Sexism | hate [END]
它们 | 会 | non-hate | non-hate [SEP] 它们 | 有政策加分的 | non-hate | non-hate [END]
默 | 你可以去看看这个索玛女王对默的评价😆 | Racism | hate [END]
我们 | 需要 | non-hate | non-hate [SEP] 工会 | 需要 | non-hate | non-hate [END]
黑 | 比 | Racism | hate [SEP] 你 | 比 | Racism | hate [SEP] 黑人 | 比 | Racism | hate [END]
中国人 | 在中国歧视中国人⁉ | Region | hate [END]
中国女性 | 唯一被批评的女性群体 | Sexism | hate [END]
中国人 | 普遍都很小 | non-hate | non-hate [END]
艾滋病人 | 不要歧视 | non-hate | non-hate [END]
她 | 可以啊，和她签合同，钱给她，但是当一定期间内的投资回报率低于一定值直接净身出户 | Sexism | hate [END]
成都 | 人民的城市 | non-hate | non-hate [SEP] 成都 | 威 | non-hate | non-hate [END]
他们 | 我不仅嘲笑 | non-hate | non-hate [END]
jatoo | 多功能 | Sexism | hate [END]
彩礼吧 | 没有♂?和♀? | Sexism | hate [END]
河南人 | 可以删除 | non-hate | non-hate [END]
腐癌 | 腐 | LGBTQ | hate [SEP] 你们异性恋女生 | 腐 | LGBTQ | hate [END]
每个人 | 都有自己的思想的自由 | non-hate | non-hate [SEP] 你 | 都有自己的思想的自由 | non-hate | non-hate [SEP] 我 | 都有自己的思想的自由 | non-hate | non-hate [END]
一些 | 地域歧视 | Region | hate [SEP] 一些 | 所有外 | Region | hate [SEP] 半调子地区 | 地域歧视 | Region | hate [SEP] 半调子地区 | 所有外 | Region | hate [SEP] 北上广深这四个一线 | 地域歧视 | Region | hate [SEP] 北上广深这四个一线 | 所有外 | Region | hate [END]
