兄弟 | 还不认亲 | Racism | hate [END]
立女 | 往死里压热度 | Sexism | hate [SEP] 立女 | 不愧 | Sexism | hate [SEP] 立女 | 姓逼 | Sexism | hate [SEP] 女拳砂男婴的 | 往死里压热度 | Sexism | hate [SEP] 女拳砂男婴的 | 不愧 | Sexism | hate [SEP] 女拳砂男婴的 | 姓逼 | Sexism | hate [END]
被骗是普遍的。 | 被骗 | non-hate | non-hate [SEP] 被骗是普遍的。 | 普遍的 | non-hate | non-hate [END]
上海的 | 黑 | Region | hate [SEP] 上海的 | 超过了黑北京的 | Region | hate [SEP] 上海的 | 规模碾压北京 | Region | hate [SEP] 黑 | 黑 | Region | hate [SEP] 黑 | 超过了黑北京的 | Region | hate [SEP] 黑 | 规模碾压北京 | Region | hate [END]
河南小朋友 | 玩网游时确实被河南小朋友骗过 | non-hate | non-hate [END]
90 00这代人 | 结婚率低 过几年排黑就会蔓延到生活中了 | Racism | hate [END]
基佬 | 不敢说不需要孩子想要孩子了 | LGBTQ | hate [SEP] 怪物 | 不敢说不需要孩子想要孩子了 | LGBTQ | hate [END]
基佬 | 会吐口水 | LGBTQ | hate [END]
gay | 对女性要友好得多了 | non-hate | non-hate [END]
美国国内 | 一 | Region | hate [SEP] 美国国内 | 把自己切了让别人死 | Region | hate [SEP] 美国国内 | 典型的 | Region | hate [SEP] 美国国内 | 又蠢又坏 | Region | hate [END]
那个图片 | 对女人的解读基本没什么毛病 | Sexism | hate [END]
这些黑醋 | 最喜欢做的事就是伤害别人，干违法乱纪的事 | Racism | hate [END]
你的回答 | 有点棒棒哒 | non-hate | non-hate [END]
你 | 保卫和建设这个国家 | Sexism | hate [SEP] 黄 | 保卫和建设这个国家 | Sexism | hate [SEP] 中国人 | 保卫和建设这个国家 | Sexism | hate [SEP] 嫁老外的这些女人 | 保卫和建设这个国家 | Sexism | hate [SEP] 你们老公 | 保卫和建设这个国家 | Sexism | hate [END]
华人主义 | 继续者之大 | non-hate | non-hate [END]
国 | 我们的未来 | non-hate | non-hate [END]
知乎 | 乌烟瘴气的 | non-hate | non-hate [END]
女人 | 求着男人负责 | Sexism | hate [SEP] 脑瘫文学 | 求着男人负责 | Sexism | hate [END]
已婚女性 | 不 | Sexism | hate [SEP] 妻子 | 不 | Sexism | hate [END]
女拳 | 借媚外打压锅男才是 | Sexism | hate [SEP] 女拳 | 反 | Sexism | hate [END]
一群 | 免费鸡院 | Sexism | hate [SEP] 站街女 | 免费鸡院 | Sexism | hate [END]
有狐臭的人 | 歧视 | Racism | hate [SEP] 有狐臭的人 | 没有狐臭长得好品学兼优 | Racism | hate [SEP] 外国人 | 歧视 | Racism | hate [SEP] 外国人 | 没有狐臭长得好品学兼优 | Racism | hate [END]
日本 | 想在奥运装圣母 | Region | hate [END]
黑 | 偏袒 | Racism | hate [END]
国女 | 干的好事 | Sexism | hate [END]
不符合东方审美观 | 不符合东方审美观 | non-hate | non-hate [END]
女人 | 很宝贵 | Sexism | hate [SEP] 女人 | 老无所依 | Sexism | hate [SEP] 女人 | 老光棍汉 | Sexism | hate [SEP] 女人 | 老光棍 | Sexism | hate [SEP] 男的 | 很宝贵 | Sexism | hate [SEP] 男的 | 老无所依 | Sexism | hate [SEP] 男的 | 老光棍汉 | Sexism | hate [SEP] 男的 | 老光棍 | Sexism | hate [SEP] 女权 | 很宝贵 | Sexism | hate [SEP] 女权 | 老无所依 | Sexism | hate [SEP] 女权 | 老光棍汉 | Sexism | hate [SEP] 女权 | 老光棍 | Sexism | hate [END]
这种男人 | 令人讨厌 | Sexism | hate [END]
韩国人 | 学习 | Region | hate [END]
在外的老乡 | 这么惹人讨厌 | Region | hate [END]
你 | 好心相劝却被 | LGBTQ | hate [SEP] 基佬 | 好心相劝却被 | LGBTQ | hate [END]
霓 | 全价什么时候能被做成刺身 | Sexism | hate [END]
答主 | 保护作为“人”的最基本权利 | non-hate | non-hate [SEP] 支持 | 保护作为“人”的最基本权利 | non-hate | non-hate [SEP] 这些支持的人 | 保护作为“人”的最基本权利 | non-hate | non-hate [END]
东 | 对面就不用理由嗯骂 | Region | hate [SEP] 东北 | 对面就不用理由嗯骂 | Region | hate [END]
全球所有国际鬼子虫类及其它们后代虫 | 混它们统一基因的激情犯罪是它们身体内必不可少基因之一 | Racism | hate [END]
外国人 | 外国人犯罪三年以下有期徒刑的不追究了解一下，他们背后有我们强大的祖国，你去碰一下试试？ | non-hate | non-hate [END]
这种人 | 真是搞不懂这种人怎么就那么想当默的配种母狗，活该 | Racism | hate [END]
妄 | 巴不得 | Region | hate [SEP] 美国 | 巴不得 | Region | hate [END]
便宜鸡 | 跟你做完就开始叨叨叨她那些前男友的破事了 | Sexism | hate [SEP] 便宜鸡 | 跟个怨妇似 | Sexism | hate [END]
你 | 凭什么把人们分出个高低贵贱 | non-hate | non-hate [SEP] 你 | 玩封建想靠婚姻混日 | Sexism | hate [SEP] 女性 | 凭什么把人们分出个高低贵贱 | Sexism | hate [SEP] 女性 | 玩封建想靠婚姻混日 | Sexism | hate [SEP] 婚姻 | 凭什么把人们分出个高低贵贱 | Sexism | hate [SEP] 婚姻 | 玩封建想靠婚姻混日 | Sexism | hate [END]
黄皮肤的 | 人上人 | Racism | hate [END]
你 | 他说这个和反封建无关，你就来跳脚了呢[脱单doge]，仿佛在证明这种虚构抄袭的作品没有封建的原素呢，什么封建余孽残余[表情]。学会了几个词就开始乱用，来找寻自己的存在感，真是可怜你是呢。真的，家里没有人吗？太可怜了吧？家里没人照顾孤单寂寞就来网上喷粪了，所以来网络找寻存在感。[脱单doge]真抱歉，戳住你的痛处了呢。你可以继续说，我当然能包容你的。因为家里面没人照顾你，自己没有亲人，来网上喷粪，结果还被戳穿了，好痛苦哦。一击脱离是真的很好笑哦 | non-hate | non-hate [END]
对方 | 会在乎 | non-hate | non-hate [END]
女权 | 水文是水文，我又不是没把国内女权的德行放出来。你也不用来扣帽子。😆 | Sexism | hate [END]
我 | 反驳楼主 | non-hate | non-hate [END]
东北人 | 流出以年轻白领为主 | non-hate | non-hate [SEP] 东北人 | 去干这种活的少 | non-hate | non-hate [END]
老人 | 看新闻 | non-hate | non-hate [SEP] 老人 | 只有 | non-hate | non-hate [END]
新上海人 | 也算进去吧🤣 | non-hate | non-hate [END]
女性 | 网爆男性 | Sexism | hate [SEP] 男性 | 网爆男性 | Sexism | hate [END]
楠拳 | 不遵守 | Sexism | hate [END]
郭南 | 分不清楚 | Region | hate [SEP] 郭朒 | 分不清楚 | Region | hate [END]
上海 | 有100万日本人？ | Region | hate [END]
我 | 说的是事实 | non-hate | non-hate [END]
男人 | 一生只和一个做爱怎么会得病 | Sexism | hate [SEP] 女人 | 一生只和一个做爱怎么会得病 | Sexism | hate [END]
女拳師 | 討厭腐女 | Sexism | hate [END]
可算有人发现问题的实质了，我们这些国楠才是真的惨。还好现在我国整体经济实力慢慢上来了，也逐步更开放了，个人再努努力，我相信还是有机会争取到其他选项的。共勉～ | 真的惨 | Sexism | hate [END]
母猪 | 看面相就不是个好人 | Sexism | hate [END]
这样的女孩子 | 找了老黑之后跟着他回他的非洲大陆 | Sexism | hate [END]
以偏概全的 | 啥 | Sexism | hate [END]
吉辽 | 一 | Region | hate [SEP] 吉辽 | 被当做 | Region | hate [SEP] 吉辽 | 辱骂 | Region | hate [END]
我们 | 九头鸟 | Region | hate [SEP] 我们 | 只会算 | Region | hate [SEP] 湖北 | 九头鸟 | Region | hate [SEP] 湖北 | 只会算 | Region | hate [SEP] 有偏见的 | 九头鸟 | Region | hate [SEP] 有偏见的 | 只会算 | Region | hate [END]
度娘 | 越来越会玩了 | non-hate | non-hate [END]
广西 | 普遍 | non-hate | non-hate [SEP] 广西 | 个子稍微矮了一点 | non-hate | non-hate [SEP] 广西 | 水果巨多巨便宜 | non-hate | non-hate [END]
25岁以下的女性 | 生 | Sexism | hate [SEP] 25岁以下的女性 | 状态回复的最快，伤害 | Sexism | hate [SEP] 女权 | 生 | Sexism | hate [SEP] 女权 | 状态回复的最快，伤害 | Sexism | hate [END]
咱们 | 没特点 | non-hate | non-hate [END]
广东 | 在文化种族等方面被黑 | Region | hate [END]
这些人 | 恋爱观就离谱 | non-hate | non-hate [END]
找巧克力豆当对象的 | 绝交 | Sexism | hate [SEP] 找巧克力豆当对象的 | 种族歧视怎么了？ | Sexism | hate [SEP] 劳资 | 绝交 | Sexism | hate [SEP] 劳资 | 种族歧视怎么了？ | Sexism | hate [END]
老 | 自作自受 回来让 | non-hate | non-hate [SEP] 她 | 自作自受 回来让 | non-hate | non-hate [SEP] 老实人 | 自作自受 回来让 | non-hate | non-hate [END]
答 | 其实答主和您说的观点差不多，首先既然是类比，那肯定是有差距的能理解其中表达的意思就好。比如我对待性工作者和人品低下的人都是一个态度，保持距离，那对于我个人来说，这两种人可能就可以看做一类人，就是我都不愿意去亲近的人，这个分类方法带有主观色彩，别人没法要求具体把谁谁分到一类。其二，平等对待的态度答主也表达出来了。 | non-hate | non-hate [SEP] 答主 | 其实答主和您说的观点差不多，首先既然是类比，那肯定是有差距的能理解其中表达的意思就好。比如我对待性工作者和人品低下的人都是一个态度，保持距离，那对于我个人来说，这两种人可能就可以看做一类人，就是我都不愿意去亲近的人，这个分类方法带有主观色彩，别人没法要求具体把谁谁分到一类。其二，平等对待的态度答主也表达出来了。 | non-hate | non-hate [END]
不外娶不外嫁的人 | 对我们这些不外娶不外嫁的人而言，黑人、白人有什么区别？就是个人种不同、文化背景不同、过往历史不详的陌生人。我们又不混外企圈，为什么要在社交圈子里引入这些只有风险、没有收益的陌生人？这是个理性选择，不是种族偏好的问题。 | non-hate | non-hate [SEP] 黑人 | 对我们这些不外娶不外嫁的人而言，黑人、白人有什么区别？就是个人种不同、文化背景不同、过往历史不详的陌生人。我们又不混外企圈，为什么要在社交圈子里引入这些只有风险、没有收益的陌生人？这是个理性选择，不是种族偏好的问题。 | non-hate | non-hate [END]
直女 | 不能和女 | Sexism | hate [END]
维小人与女子 | 不可教 | Racism | hate [END]
新疆人 | 禁止 | Region | hate [SEP] 新疆人 | 特殊时局特殊对待 | Region | hate [END]
为什么不打胎 | 为什么不打胎 | non-hate | non-hate [END]
孙吧 | 孙吧不是一天两天被女权围攻了，慌什么 | Sexism | hate [END]
浙江人 | 一开口吓死人了 | Region | hate [END]
喜欢同性恋的 | 才是真爱 | LGBTQ | hate [SEP] 喜欢同性恋的 | 不是真爱，只为了繁殖 | LGBTQ | hate [SEP] 喜欢同性恋的 | 耻视 | LGBTQ | hate [SEP] 喜欢同性恋的 | 好感降低了一大截 | LGBTQ | hate [SEP] 同性恋 | 才是真爱 | LGBTQ | hate [SEP] 同性恋 | 不是真爱，只为了繁殖 | LGBTQ | hate [SEP] 同性恋 | 耻视 | LGBTQ | hate [SEP] 同性恋 | 好感降低了一大截 | LGBTQ | hate [SEP] 异性恋 | 才是真爱 | LGBTQ | hate [SEP] 异性恋 | 不是真爱，只为了繁殖 | LGBTQ | hate [SEP] 异性恋 | 耻视 | LGBTQ | hate [SEP] 异性恋 | 好感降低了一大截 | LGBTQ | hate [END]
你 | 不知羞耻 | non-hate | non-hate [END]
你们 | 碰瓷 | non-hate | non-hate [END]
你 | 只是为了贪图小便宜吃软饭 | non-hate | non-hate [SEP] 你 | 不切实际的幻想做成的错误 | non-hate | non-hate [SEP] 你自己 | 只是为了贪图小便宜吃软饭 | non-hate | non-hate [SEP] 你自己 | 不切实际的幻想做成的错误 | non-hate | non-hate [END]
广州 | 其他时候没再看见👍 | non-hate | non-hate [END]
少数人 | 祸害国家的蛀虫 | Racism | hate [END]
同狗 | 同狗日常迫害正常人 | LGBTQ | hate [END]
黑人 | 艾滋病携带率高 | Racism | hate [SEP] 黑人 | 足够警醒大多数人 | Racism | hate [SEP] 艾 | 艾滋病携带率高 | Racism | hate [SEP] 艾 | 足够警醒大多数人 | Racism | hate [END]
他 | 把 | Racism | hate [END]
韦小宝 | 😆 | non-hate | non-hate [SEP] 韦小宝 | 都会被查 | non-hate | non-hate [END]
甲：你是哪里人？乙：我是弗兰长沙人甲：请我去现场看《快乐大本营》吧 | 弗兰长沙人 | non-hate | non-hate [END]
郭朒 | 没有啊😄 | Sexism | hate [END]
我 | 说是就是吧 | non-hate | non-hate [SEP] 你 | 说是就是吧 | non-hate | non-hate [END]
我 | 觉得很脏 | non-hate | non-hate [SEP] 你 | 觉得很脏 | non-hate | non-hate [END]
非洲人口 | 把 | Racism | hate [SEP] 非洲人口 | 给中国人改良种族 | Racism | hate [SEP] 非洲黑人 | 把 | Racism | hate [SEP] 非洲黑人 | 给中国人改良种族 | Racism | hate [SEP] 非洲 | 把 | Racism | hate [SEP] 非洲 | 给中国人改良种族 | Racism | hate [SEP] 非洲黑 | 把 | Racism | hate [SEP] 非洲黑 | 给中国人改良种族 | Racism | hate [END]
那些媚黑的女人 | 不会听进去的🙂🙂🙂 | non-hate | non-hate [END]
上海人 | 傲慢 | Region | hate [END]
东北人 | 呵呵 | Region | hate [END]
东北云南人 | 吃生猪皮 | Region | hate [END]
江西 | 双标 | Region | hate [END]
楼 | 被 | Sexism | hate [SEP] 楼 | 拉黑 | Sexism | hate [END]
男性 | 对女性敌意大 | Sexism | hate [END]
这东西 | 不分男女 | non-hate | non-hate [END]
真的很双标 | 双标 | Sexism | hate [END]
这一类自我劣化的异类 | 造成五胡乱华的后果 | Racism | hate [SEP] 这种 | 造成五胡乱华的后果 | Racism | hate [END]
国际鬼子虫类及其它们后代虫混 | 墙头草 | Racism | hate [SEP] 国际鬼子虫类及其它们后代虫混 | 蛇鼠两端货色 | Racism | hate [END]
这种墓垢 | 铁鲨鼻 | Sexism | hate [END]
皮肤比较黑的人员 | 选择与它们相反的方向行走就对了 | non-hate | non-hate [END]
猪精 | 闲得蛋疼 | non-hate | non-hate [SEP] 猪精 | 大概率 | non-hate | non-hate [END]
初中都没上过的鬼母牛逼 | 吹的 | Sexism | hate [SEP] 初中都没上过的鬼母牛逼 | 人 | Sexism | hate [SEP] 初中都没上过的鬼母牛逼 | 已 | Sexism | hate [SEP] 初中都没上过的鬼母牛逼 | 无法满足 | Sexism | hate [END]
幕刃 | 和理客中一样恶心 | Sexism | hate [END]
小姨 | 凶狠 | non-hate | non-hate [SEP] 小姨 | 真怕我把我弟带坏了 | non-hate | non-hate [END]
牛头人 | 跟别人玩的花还很兴奋 | non-hate | non-hate [SEP] 女朋友 | 跟别人玩的花还很兴奋 | non-hate | non-hate [END]
这样的 | 少见 | LGBTQ | hate [SEP] 直男 | 少见 | LGBTQ | hate [END]
基佬 | 举报的呗 | LGBTQ | hate [END]
亩刃 | 别理会 | Sexism | hate [END]
他 | 他就是个gay。之前在陕西我去医院，看到他了。他当时往hiv科室里面走了 | non-hate | non-hate [END]
总部 | 抖音 | non-hate | non-hate [END]
以偏概全的言论 | 刹比，以为自己很有道理 | non-hate | non-hate [SEP] 以偏概全的言论 | 相 | non-hate | non-hate [SEP] 大部分有脑子的人 | 刹比，以为自己很有道理 | non-hate | non-hate [SEP] 大部分有脑子的人 | 相 | non-hate | non-hate [SEP] 黑 | 刹比，以为自己很有道理 | non-hate | non-hate [SEP] 黑 | 相 | non-hate | non-hate [SEP] 东北的 | 刹比，以为自己很有道理 | non-hate | non-hate [SEP] 东北的 | 相 | non-hate | non-hate [SEP] 河南的 | 刹比，以为自己很有道理 | non-hate | non-hate [SEP] 河南的 | 相 | non-hate | non-hate [END]
这脸 | 有点疯狂原始人的味道 | non-hate | non-hate [END]
一 | 反对 | LGBTQ | hate [SEP] 圣母行为 | 反对 | LGBTQ | hate [END]
你 | 太年轻了 | non-hate | non-hate [SEP] 你 | 没有格局 | non-hate | non-hate [END]
同性恋 | 如果说自然法则不允许同性恋存在，为什么不让它灭绝？ | LGBTQ | hate [END]
你 | 主动靠近 | Racism | hate [SEP] 默 | 主动靠近 | Racism | hate [END]
母狗 | 在现实中太怂了 | Sexism | hate [END]
清道夫 | 一群 | Racism | hate [SEP] 清道夫 | 没有用的垃圾 | Racism | hate [END]
非洲 | 分享过来的 | Racism | hate [END]
狗肉 | 平时太罕见了 | non-hate | non-hate [END]
别人 | 哪有什么负重前行，都是别人在替你岁月静好😆 | non-hate | non-hate [SEP] 你 | 哪有什么负重前行，都是别人在替你岁月静好😆 | non-hate | non-hate [END]
